Timestamp,Action,Symbol,Price,Lot_Size,Magic_Number,Result
2026-06-03T17:04:24.214984,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:24.324984,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:24.434984,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:24.543983,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:24.654983,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:24.764983,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:24.877982,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.060982,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.167982,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.274981,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.383981,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.491981,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.600980,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.708980,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.817980,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:25.927979,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:26.137979,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:26.251978,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:26.361978,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:26.476978,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:26.587977,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:26.696977,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:26.889977,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:26.996976,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:27.107976,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:27.213976,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:27.323975,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:27.431975,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
2026-06-03T17:04:27.544975,SELL,EURUSD,1.16201,0.1,777777,FAILED: 10040
2026-06-03T17:04:27.665974,BUY,EURUSD,1.1620300000000001,0.1,777777,FAILED: 10040
